fold_id,test_date,candidate_name,num_leaves,max_depth,min_child_samples,best_iteration,validation_mean_ic,validation_valid_months,validation_ndcg_at_10,selected
69,2025-09-30,balanced,15,4,60,55,0.029755902360944376,12,0.445897151329191,False
69,2025-09-30,flexible,31,5,40,18,0.03800975201212315,12,0.457464047088199,False
69,2025-09-30,regularized,15,4,40,31,0.054515129537197345,12,0.4451670557338075,False
70,2025-10-31,shallow,7,3,80,2,0.08267778559472962,12,0.5040055212489134,True
70,2025-10-31,balanced,15,4,60,1,0.029607007557081722,12,0.43669956171228125,False
70,2025-10-31,flexible,31,5,40,6,0.04470934659197492,12,0.4378772795202857,False
70,2025-10-31,regularized,15,4,40,13,0.07785418272600071,12,0.4527009456865627,False
71,2025-11-28,shallow,7,3,80,2,0.08267778559472962,12,0.5040055212489134,True
71,2025-11-28,balanced,15,4,60,1,0.029607007557081722,12,0.43669956171228125,False
71,2025-11-28,flexible,31,5,40,6,0.04470934659197492,12,0.4378772795202857,False
71,2025-11-28,regularized,15,4,40,13,0.07785418272600071,12,0.4527009456865627,False
72,2025-12-31,shallow,7,3,80,6,0.03288216000807723,12,0.4320396569401326,False
72,2025-12-31,balanced,15,4,60,36,0.04067546224074376,12,0.43214402157881476,False
72,2025-12-31,flexible,31,5,40,50,0.04448179271708683,12,0.44520408796344874,False
72,2025-12-31,regularized,15,4,40,51,0.07434973989595839,12,0.43916432704769076,True
73,2026-01-30,shallow,7,3,80,6,0.03288216000807723,12,0.4320396569401326,False
73,2026-01-30,balanced,15,4,60,36,0.04067546224074376,12,0.43214402157881476,False
73,2026-01-30,flexible,31,5,40,50,0.04448179271708683,12,0.44520408796344874,False
73,2026-01-30,regularized,15,4,40,51,0.07434973989595839,12,0.43916432704769076,True
74,2026-02-27,shallow,7,3,80,1,0.0331678096436466,12,0.4607814058973451,False
74,2026-02-27,balanced,15,4,60,29,0.05601796817986466,12,0.4595005569073289,False
74,2026-02-27,flexible,31,5,40,3,0.06782016461250036,12,0.480503148071419,False
74,2026-02-27,regularized,15,4,40,23,0.06990968772490753,12,0.450439702288824,True
75,2026-03-31,shallow,7,3,80,2,0.10880534886347772,12,0.4721890980922443,False
75,2026-03-31,balanced,15,4,60,1,0.12105133466727601,12,0.46987669169943086,True
75,2026-03-31,flexible,31,5,40,1,0.06659350431496938,12,0.44829340242693233,False
75,2026-03-31,regularized,15,4,40,4,0.10890763657288115,12,0.4602435470206944,False
76,2026-04-30,shallow,7,3,80,1,0.14506009102227788,12,0.5043333746380402,True
76,2026-04-30,balanced,15,4,60,6,0.11219043456354165,12,0.4577605151034653,False
76,2026-04-30,flexible,31,5,40,1,0.09081161738077688,12,0.4829309790890815,False
76,2026-04-30,regularized,15,4,40,37,0.12554224700881778,12,0.4591479605040765,False
77,2026-05-29,shallow,7,3,80,1,0.14506009102227788,12,0.5043333746380402,True
77,2026-05-29,balanced,15,4,60,6,0.11219043456354165,12,0.4577605151034653,False
77,2026-05-29,flexible,31,5,40,1,0.09081161738077688,12,0.4829309790890815,False
77,2026-05-29,regularized,15,4,40,37,0.12554224700881778,12,0.4591479605040765,False
