fold_id,test_date,feature,gain,gain_share,split_count
14,2021-02-26,tech__momentum_12_1_sector_neutral,3.1820499897003174,0.02766993312988923,2
14,2021-02-26,tech__momentum_6_1_sector_neutral,3.5005500316619873,0.030439492027917826,1
14,2021-02-26,tech__return_3m_sector_neutral,5.193079948425293,0.04515710795751177,1
14,2021-02-26,tech__return_1m_sector_neutral,0.5026950240135193,0.0043712505284972366,1
14,2021-02-26,tech__return_1w_sector_neutral,0.0,0.0,0
14,2021-02-26,tech__reversal_1m_sector_neutral,3.7513298988342285,0.03262018126204012,1
14,2021-02-26,tech__volatility_20d_sector_neutral,6.342810153961182,0.05515473778971562,2
14,2021-02-26,tech__volatility_60d_sector_neutral,19.415319442749023,0.16882845725717172,2
14,2021-02-26,tech__downside_volatility_60d_sector_neutral,0.0,0.0,0
14,2021-02-26,tech__beta_60d_market_sector_neutral,8.117447793483734,0.07058633219405057,2
14,2021-02-26,tech__max_drawdown_126d_sector_neutral,4.580679893493652,0.03983190294076254,2
14,2021-02-26,tech__distance_sma_50d_sector_neutral,0.0,0.0,0
14,2021-02-26,tech__distance_sma_200d_sector_neutral,0.0,0.0,0
14,2021-02-26,tech__sma_50_200_spread_sector_neutral,0.6069599986076355,0.005277900293317714,1
14,2021-02-26,tech__positive_day_ratio_60d_sector_neutral,4.129770040512085,0.03591095716052884,2
14,2021-02-26,tech__average_dollar_volume_20d_sector_neutral,30.761000633239746,0.2674863164580218,2
14,2021-02-26,tech__dollar_volume_change_20d_60d_sector_neutral,0.0,0.0,0
14,2021-02-26,tech__amihud_illiquidity_20d_sector_neutral,24.916584700345993,0.21666543100057506,4
14,2021-02-26,tech__zero_volume_ratio_60d_sector_neutral,0.0,0.0,0
15,2021-03-31,tech__momentum_12_1_sector_neutral,98.19086182117462,0.035866602410182136,48
15,2021-03-31,tech__momentum_6_1_sector_neutral,376.67079704999924,0.13758817742045065,83
15,2021-03-31,tech__return_3m_sector_neutral,107.10036879777908,0.039121016705705766,58
15,2021-03-31,tech__return_1m_sector_neutral,83.65554693341255,0.03055722483352317,43
15,2021-03-31,tech__return_1w_sector_neutral,109.94995903968811,0.04016189890536119,70
15,2021-03-31,tech__reversal_1m_sector_neutral,43.29980108141899,0.015816306334652468,29
15,2021-03-31,tech__volatility_20d_sector_neutral,83.50396871566772,0.030501857199824234,49
15,2021-03-31,tech__volatility_60d_sector_neutral,187.65145057439804,0.06854426007282971,54
15,2021-03-31,tech__downside_volatility_60d_sector_neutral,88.79732245206833,0.03243538350113826,54
15,2021-03-31,tech__beta_60d_market_sector_neutral,118.65876486897469,0.04334300222142496,56
15,2021-03-31,tech__max_drawdown_126d_sector_neutral,193.33672535419464,0.0706209450752586,92
15,2021-03-31,tech__distance_sma_50d_sector_neutral,124.39109921455383,0.04543687687576455,76
15,2021-03-31,tech__distance_sma_200d_sector_neutral,106.45007395744324,0.03888348068600776,47
15,2021-03-31,tech__sma_50_200_spread_sector_neutral,153.21970012784004,0.05596722509576229,59
15,2021-03-31,tech__positive_day_ratio_60d_sector_neutral,76.26173086464405,0.02785645353654136,59
15,2021-03-31,tech__average_dollar_volume_20d_sector_neutral,365.8944707494229,0.13365186192533796,119
15,2021-03-31,tech__dollar_volume_change_20d_60d_sector_neutral,90.07976104319096,0.032903825413248565,60
15,2021-03-31,tech__amihud_illiquidity_20d_sector_neutral,330.5559356659651,0.12074360178698638,99
15,2021-03-31,tech__zero_volume_ratio_60d_sector_neutral,0.0,0.0,0
16,2021-04-30,tech__momentum_12_1_sector_neutral,24.55947995185852,0.043613271021661425,4
16,2021-04-30,tech__momentum_6_1_sector_neutral,71.80498933792114,0.12751289794575957,6
16,2021-04-30,tech__return_3m_sector_neutral,9.210959911346436,0.01635702758245134,2
16,2021-04-30,tech__return_1m_sector_neutral,20.084889769554138,0.03566719420267982,4
16,2021-04-30,tech__return_1w_sector_neutral,2.5808401107788086,0.00458311330026567,1
16,2021-04-30,tech__reversal_1m_sector_neutral,3.2742300033569336,0.005814450501540651,1
16,2021-04-30,tech__volatility_20d_sector_neutral,4.508769989013672,0.00800677408034065,1
16,2021-04-30,tech__volatility_60d_sector_neutral,57.92831039428711,0.102870382679328,4
16,2021-04-30,tech__downside_volatility_60d_sector_neutral,7.371660232543945,0.013090758282819963,1
16,2021-04-30,tech__beta_60d_market_sector_neutral,7.460299968719482,0.013248166698824297,1
16,2021-04-30,tech__max_drawdown_126d_sector_neutral,27.381189823150635,0.048624126202731634,3
16,2021-04-30,tech__distance_sma_50d_sector_neutral,7.201880216598511,0.01278925915238215,2
16,2021-04-30,tech__distance_sma_200d_sector_neutral,9.334919929504395,0.016577158541183797,1
16,2021-04-30,tech__sma_50_200_spread_sector_neutral,45.720139026641846,0.08119084029570729,5
16,2021-04-30,tech__positive_day_ratio_60d_sector_neutral,2.302999973297119,0.004089718601337299,1
16,2021-04-30,tech__average_dollar_volume_20d_sector_neutral,131.2544002532959,0.23308448477954954,11
