as_of_date,solver_status,objective_value,predicted_alpha_proxy,predicted_variance,predicted_volatility,one_way_turnover,portfolio_beta_vs_spy,maximum_position_adv_fraction,positions,maximum_weight,maximum_sector_weight,scenario
2025-01-31,optimal,0.022354401698963865,0.02999950176891923,0.015290200180424542,0.1236535490005222,0.24999501235331203,0.9051185876406402,0.00012355435872976625,21,0.04999899982251039,0.14999699894886914,alpha_risk_turnover_no_penalty
2025-02-28,optimal,0.0212507491265427,0.0294767635591458,0.016452028798458605,0.1282654622197987,0.2617313952578387,0.9617409149239691,0.00012722788310588464,21,0.049999001934870044,0.1999960043109531,alpha_risk_turnover_no_penalty
2025-03-31,optimal,0.021858813590366143,0.030013708585481025,0.016309789997009917,0.1277097881801153,0.25944431089174047,0.8693935018813597,0.00011640413339628849,21,0.049999000597470644,0.24999499806784503,alpha_risk_turnover_no_penalty
2025-04-30,optimal,0.0111509751753141,0.027725431957033385,0.033148913553730654,0.18206843096410386,0.2659798529220469,0.9123952833204638,0.00012413840550055442,21,0.0499990001914576,0.19999600033262555,alpha_risk_turnover_no_penalty
2025-05-30,optimal,0.009031860723504467,0.02647329318859174,0.03488286474427015,0.18676954983152408,0.25102942472507644,0.8994823681397841,0.00014252664449138563,21,0.04999900188699942,0.1999960049670402,alpha_risk_turnover_no_penalty
2025-06-30,optimal,0.009108465854268947,0.026893167522798946,0.03556940334633801,0.18859852424220613,0.23118798840536386,0.9177308955227673,0.00010109839055004294,22,0.04999899999787746,0.2177686081857467,alpha_risk_turnover_no_penalty
2025-07-31,optimal,0.012729923509833603,0.02864784588633137,0.03183584472165256,0.1784260203043619,0.39991295299363827,0.8500000001272121,0.00011708341144642775,21,0.04999900151630041,0.1999960017156774,alpha_risk_turnover_no_penalty
2025-08-29,optimal,0.011194607539109332,0.028461040031188368,0.03453286498357084,0.18583020471271844,0.2385524342086957,0.9275885541639959,0.0001729309820793387,22,0.04999900007795611,0.1741929938231079,alpha_risk_turnover_no_penalty
2025-09-30,optimal,0.011790089793331383,0.027773640558314303,0.03196710152144018,0.17879346051083686,0.22953361160012753,0.92298297452249,0.00016365616544148382,22,0.04999900007427987,0.249999000000271,alpha_risk_turnover_no_penalty
2025-10-31,optimal,0.010360792832462117,0.027297477805694713,0.0338733697665389,0.18404719440007475,0.27163944190810335,0.936453295620221,0.00018075388920873862,21,0.049999001901192386,0.1803081417955891,alpha_risk_turnover_no_penalty
2025-11-28,optimal,0.01028961948089806,0.027109188820258222,0.03363913861555472,0.18340975605336463,0.2378196790134278,0.9344244679141903,0.0001576401514545629,22,0.049999001579151235,0.1881508270932348,alpha_risk_turnover_no_penalty
2025-12-31,optimal,0.012110978625720716,0.02840050483528701,0.032579052375264976,0.18049668244947045,0.23197702962122685,0.9197967297093366,0.00013239974312895516,21,0.0499990011961331,0.19999600227403191,alpha_risk_turnover_no_penalty
2026-01-30,optimal,0.011731428502789718,0.028469002066654807,0.033475147117581934,0.18296214667953023,0.3025624720128248,0.9415172231946515,0.00011970027750345279,21,0.04999900018986827,0.1999960001915564,alpha_risk_turnover_no_penalty
2026-02-27,optimal,0.011207596519012365,0.028571028501667844,0.034726863961056786,0.1863514528010361,0.25211602507326525,0.9526964013572264,0.0001137031443335096,22,0.04999900006434724,0.15748842824842393,alpha_risk_turnover_no_penalty
2026-03-31,optimal,0.0160900126746824,0.030159534755943535,0.028139044228320236,0.16774696488556876,0.3524556157994268,0.8708773358745574,8.738436540089292e-05,21,0.04999899990703348,0.23042098416593776,alpha_risk_turnover_no_penalty
2026-04-30,optimal,0.02216288979143788,0.02959167346857073,0.01485756731260641,0.12189162117474035,0.3195880177109485,0.8880295296190658,7.605772600462318e-05,21,0.04999900173294865,0.19999600195117762,alpha_risk_turnover_no_penalty
2026-05-29,optimal,0.022950468709219726,0.02974233455112463,0.013583731690627251,0.11654926722475457,0.20900404454512653,0.8635829533162215,0.00014103903323188708,22,0.04999900006434273,0.23929999486521175,alpha_risk_turnover_no_penalty
2020-01-31,optimal,0.020422391899792645,0.029560997628677067,0.018277211457768845,0.13519323747055118,,1.0955139388923962,0.0002030454231681009,21,0.049999000000000016,0.20001599999999997,alpha_risk_turnover_penalized
2020-02-28,optimal,0.015482332950331457,0.029591306052366855,0.02321764618432731,0.15237337754452812,0.2500150016480618,1.0919645962669977,0.00017335301686328806,21,0.049998999959756874,0.24999499919107931,alpha_risk_turnover_penalized
2020-03-31,optimal,-0.02270324348351962,0.027805115337021902,0.0959983435239162,0.30983599455827626,0.25091869513000115,1.0926331281277815,0.00014442528266428063,21,0.04999900203808406,0.16838635062713195,alpha_risk_turnover_penalized
2020-04-30,optimal,-0.02366614633566745,0.028103288195961588,0.09790637600620083,0.3128999456794469,0.28162464544948,1.0195962945758856,0.00015122749581526117,21,0.049999000687280415,0.2316256440978311,alpha_risk_turnover_penalized
2020-05-29,optimal,-0.02261981680756458,0.02795381738298191,0.09814692840084674,0.3132841017365017,0.15001700090565256,1.0063916474268106,0.0001379350606258154,21,0.04999900002490459,0.24999499916614557,alpha_risk_turnover_penalized
2020-06-30,optimal,-0.033510932784482104,0.02755078364355012,0.11577312297085329,0.3402544973558076,0.3175154943402315,1.0651352893080033,0.00018859623429887023,22,0.04999900036431702,0.24999899972297207,alpha_risk_turnover_penalized
2020-07-31,optimal,-0.02760978453976358,0.027412327527823816,0.10568734587013551,0.3250959025735875,0.21784389102956458,1.012504348386497,0.000223366131028249,21,0.04999900052153836,0.16784888597852696,alpha_risk_turnover_penalized
2020-08-31,optimal,-0.022149280879888184,0.027370185470272018,0.09478902569939886,0.3078782644153349,0.21249534919176027,0.9734873174841814,0.00024234970569434025,22,0.049999000206873034,0.19999600024554823,alpha_risk_turnover_penalized
2020-09-30,optimal,-0.024335729805878326,0.026553166153991063,0.09772562821627219,0.31261098543760774,0.2026081856289511,0.9642547534874408,0.00025931836811757416,22,0.049999000012491114,0.21578018854463635,alpha_risk_turnover_penalized
2020-10-30,optimal,-0.021973791954798056,0.026944438308508872,0.09418372148531468,0.30689366478523905,0.18263694999744887,0.9270418231606831,0.0002096485074729231,22,0.049999000040182755,0.24999499912094358,alpha_risk_turnover_penalized
2020-11-30,optimal,-0.02852363108833988,0.026770982044550393,0.10603951797643761,0.32563709551652376,0.2274854168218221,0.9768144716382828,0.00021560005174945925,21,0.04999900145278886,0.24332374684722008,alpha_risk_turnover_penalized
2020-12-31,optimal,-0.03595242782425528,0.02755802234000315,0.12202099947487922,0.34931504329885255,0.2499949995230999,1.0636867373017627,0.00023204498845956302,21,0.049999000373347,0.2000159939783455,alpha_risk_turnover_penalized
2021-01-29,optimal,-0.032535287542948786,0.02684336413971882,0.1147573833767342,0.338758591591024,0.19999599876609464,1.023284063277503,0.00022133267082348574,21,0.04999900015373075,0.14999700040114725,alpha_risk_turnover_penalized
2021-02-26,optimal,-0.030962913288151532,0.0275033815979265,0.11093270975363284,0.33306562379452015,0.29999400143163946,1.0233750445770158,0.00017676641677222653,21,0.04999900011147487,0.15763434213462685,alpha_risk_turnover_penalized
2021-03-31,optimal,0.0011353911081791353,0.029646912189275933,0.05231237851512988,0.22871899465311113,0.2355331809237743,1.0880384270269652,0.0001697940754191803,21,0.04999900007053103,0.20763334177282733,alpha_risk_turnover_penalized
2021-04-30,optimal,0.01003125744318648,0.029795424231360213,0.03637604694633208,0.19072505589547503,0.15761433691751137,1.0625391634845975,0.000169580150645653,21,0.04999899993765576,0.19999599750483055,alpha_risk_turnover_penalized
2021-05-28,optimal,0.010457701975737824,0.028974180591822937,0.032206897595469894,0.17946280281849467,0.24130298176871312,1.0358000003022887,0.00017573030265881432,21,0.049999000028861,0.19999599889314257,alpha_risk_turnover_penalized
2021-06-30,optimal,0.013239972197190891,0.02856916015667049,0.024434377285111594,0.1563149937949383,0.3111999288836045,1.0240020947186939,0.00019592630268535431,22,0.049999001689208934,0.24999900099597241,alpha_risk_turnover_penalized
2021-07-30,optimal,0.01683710280166687,0.029442587627408746,0.022630003884137044,0.15043272211901587,0.1290482906693992,0.9847161823642049,0.0001717726211184047,22,0.04999900108306526,0.199996001162614,alpha_risk_turnover_penalized
2021-08-31,optimal,0.014500768421568104,0.030027319097940087,0.02384086078186713,0.15440485996841916,0.36061202988452695,1.0269675495722141,0.00019651993944732934,21,0.049999000276713515,0.199995999787143,alpha_risk_turnover_penalized
2021-09-30,optimal,0.01736338273777549,0.02996289311682713,0.022199080730768463,0.1489935593600222,0.1499970022416617,1.0737646913554497,0.0001985734795412167,21,0.04999899997804226,0.249994998979975,alpha_risk_turnover_penalized
2021-10-29,optimal,0.017941553384597908,0.030364072850713672,0.01832533549061368,0.13537110286399265,0.32598517123864373,1.0478954735760682,0.0002005343059952892,21,0.04999900082307117,0.24999500038040873,alpha_risk_turnover_penalized
2021-11-30,optimal,0.019498234177205483,0.030281225464653748,0.016566482481700534,0.1287108483450425,0.24997500455604693,1.0055155883730245,0.0002007704608567492,21,0.04999900057655841,0.1999960008868516,alpha_risk_turnover_penalized
2021-12-31,optimal,0.0191909529701731,0.02984738581145817,0.018489277522315512,0.13597528276240323,0.14117940792442563,1.0081402965065882,0.0001906488215130082,21,0.04999900043354513,0.24119740613438978,alpha_risk_turnover_penalized
2022-01-31,optimal,0.016391081344561128,0.029762631693064947,0.021026522461098877,0.14500524977082338,0.2858289124396721,1.0616623075834393,0.0001176945371555993,22,0.049999000121339114,0.24999900026165905,alpha_risk_turnover_penalized
2022-02-28,optimal,0.015530908099767522,0.03006880961631571,0.02310314774487179,0.1519971965033296,0.2986327625602394,1.072166667286039,0.0001109900520741197,21,0.04999900077659306,0.22162142797561651,alpha_risk_turnover_penalized
2022-03-31,optimal,0.013099870630635021,0.028580063115944163,0.022174280529276103,0.14891031035249408,0.4393052216148642,0.9807903054825775,0.00010579279796346193,23,0.04999900077331475,0.21271400460115797,alpha_risk_turnover_penalized
2022-04-29,optimal,0.013229251664634447,0.028009941215876178,0.026478157264310118,0.16272110270124807,0.15416109005756962,0.9833153887880904,0.00010589836462273254,23,0.049999001967188185,0.21958455240651745,alpha_risk_turnover_penalized
2022-05-31,optimal,0.00990694552073463,0.02756039236926034,0.03012955367770536,0.17357866711582204,0.25886700106068544,0.9392852943618603,0.0001604433891091543,22,0.04999900115773941,0.19999600198193085,alpha_risk_turnover_penalized
2022-06-30,optimal,0.006953791734289346,0.026910130400748404,0.034096173197823036,0.18465149118765067,0.2908252066557853,0.9052174066515792,0.0001266729265531117,22,0.04999900071414372,0.16958766704903716,alpha_risk_turnover_penalized
2022-07-29,optimal,0.0070695523930084814,0.027518708364821585,0.035506598580623154,0.1884319468153507,0.2695856667144976,0.8943798232116724,0.00011017502501349604,21,0.0499990006244007,0.1999960014391033,alpha_risk_turnover_penalized
2022-08-31,optimal,0.004488237789164366,0.02594014257440605,0.03790350961873997,0.19468823698092283,0.25001499616929435,0.9009240593489904,0.00012489147717299162,22,0.04999900064881239,0.19999600156759756,alpha_risk_turnover_penalized
2022-09-30,optimal,0.004563608465878965,0.027580881473123986,0.04075768914327853,0.20188533662274366,0.2638428433710492,0.8971751861955378,0.00016864066384143127,22,0.049999000385552717,0.19999600085727887,alpha_risk_turnover_penalized
2022-10-31,optimal,0.0019044660725487102,0.027059992192314572,0.04518609450129674,0.2125702107570502,0.25624788687199296,0.8924917530111182,0.00017407976762951589,22,0.04999900018121218,0.18177400154913606,alpha_risk_turnover_penalized
2022-11-30,optimal,-0.0011099395090625832,0.026428512289021853,0.05031052898250856,0.22430008689812975,0.2383187332650808,0.9044503902922,0.00016817115586338023,21,0.04999899993680995,0.14999699952205495,alpha_risk_turnover_penalized
2022-12-30,optimal,0.0006689779189598612,0.02663267153935107,0.04792706712876233,0.21892251398328663,0.20001601122449816,0.8725971351086252,0.0001588599025761192,21,0.04999899968063525,0.14999699761650537,alpha_risk_turnover_penalized
2023-01-31,optimal,0.0012104492635949854,0.026579278688217953,0.04663864352035186,0.21595981922652152,0.2049507573925119,0.8606167888088893,0.00016491829772168428,21,0.049999001991081586,0.14999700230376256,alpha_risk_turnover_penalized
2023-02-28,optimal,-0.0029419097829673562,0.02708287230045048,0.054841057800214074,0.23418167690964653,0.2604253164849586,0.9727744851959602,0.0001696641046893028,22,0.04999900046356872,0.1991165578106898,alpha_risk_turnover_penalized
2023-03-31,optimal,-0.0030487086350865856,0.026242808575624867,0.05238819140379309,0.2288846683458573,0.30974215122773996,0.9648511221747915,0.00016806920367159244,22,0.04999900008638815,0.199995997314257,alpha_risk_turnover_penalized
2023-04-28,optimal,-0.0003319154034581344,0.026428512220500893,0.05049303975109064,0.22470656365823105,0.15139077274141052,0.959736996913857,0.0001351018093985293,21,0.049999000591108615,0.19999600144499838,alpha_risk_turnover_penalized
2023-05-31,optimal,0.003958316973405459,0.027383903366012954,0.04055946352735924,0.20139380210761015,0.31458546288393985,0.9461074807370832,0.00012932694897833396,22,0.04999900034418602,0.19999600007396792,alpha_risk_turnover_penalized
2023-06-30,optimal,0.004984735096527863,0.02755315593860954,0.040857876190481,0.20213331291620637,0.21394827264702027,1.019530055760643,0.00021995766849809792,21,0.0499990009637068,0.20001599262153774,alpha_risk_turnover_penalized
2023-07-31,optimal,0.008106152704426488,0.02808091411254171,0.03498438978360782,0.18704114462761348,0.2482566473582485,0.9723578637286608,0.0001661911462986866,21,0.04999900142969144,0.19999600514325047,alpha_risk_turnover_penalized
2023-08-31,optimal,0.010116395119546767,0.02897911435093094,0.033723361604165725,0.18363921586677973,0.20010384368005035,0.9868702139093112,0.00014866001463057147,21,0.04999900060271917,0.19999600077691027,alpha_risk_turnover_penalized
2023-09-29,optimal,0.013039951207798401,0.029795628595876467,0.028511454757225784,0.1688533528160628,0.24999500075201964,0.959556986678836,0.00016474375628732497,21,0.049999000377843085,0.19999600067811496,alpha_risk_turnover_penalized
2023-10-31,optimal,0.015645821573134558,0.030007009561488572,0.022750032748617335,0.15083113985055385,0.29861716222409557,0.9437095289577333,0.00015983678706908092,21,0.04999900000695751,0.19999599948108526,alpha_risk_turnover_penalized
2023-11-30,optimal,0.015332401309148187,0.029330941905958124,0.021028021797548112,0.14501041961717134,0.348452969865391,0.9778897916781463,0.00013833722073133454,21,0.049999000362820935,0.2038603627482931,alpha_risk_turnover_penalized
